Season,Name,Team,playerid
2008,Mike Pelfrey,Mets,5203
2002,Russ Ortiz,Giants,1124
2009,Yovani Gallardo,Brewers,8173
2012,Homer Bailey,Reds,8362
2003,David Wells,Yankees,855
2010,Johnny Cueto,Reds,6893
2015,Scott Kazmir,- - -,4897
2014,Wade Miley,Diamondbacks,8779
2005,Doug Davis,Brewers,1244
2016,Jeremy Hellickson,Phillies,4371
2016,Cole Hamels,Rangers,4972
2006,Matt Cain,Giants,4732
2011,Mark Buehrle,White Sox,225
2014,Jason Hammel,- - -,4538
2013,Wade Miley,Diamondbacks,8779
2003,Ben Sheets,Brewers,710
2007,Derek Lowe,Dodgers,199
2005,Matt Morris,Cardinals,1172
2007,Justin Verlander,Tigers,8700
2010,Ryan Dempster,Cubs,517
2009,Carl Pavano,- - -,790
2010,Jonathan Sanchez,Giants,7507
2011,Ervin Santana,Angels,3200
2015,Mike Pelfrey,Twins,5203
2015,Mike Fiers,- - -,7754
2015,Yovani Gallardo,Rangers,8173
2013,Dillon Gee,Mets,7396
2016,Bartolo Colon,Mets,375
2002,Mark Buehrle,White Sox,225
2005,Mike Mussina,Yankees,837
2014,Clay Buchholz,Red Sox,3543
2004,Dontrelle Willis,Marlins,1703
2007,Ian Snell,Pirates,2227
2011,Ivan Nova,Yankees,1994
2015,Ubaldo Jimenez,Orioles,3374
2012,Paul Maholm,- - -,8678
2004,Livan Hernandez,Expos,1116
2003,Jamie Moyer,Mariners,1091
2002,Freddy Garcia,Mariners,1077
2016,Carlos Rodon,White Sox,16137
2013,Kyle Kendrick,Phillies,6230
2014,Chris Tillman,Orioles,5279
2010,Carl Pavano,Twins,790
2008,Kevin Millwood,Rangers,106
2009,James Shields,Rays,7059
2015,Chris Heston,Giants,10302
2011,Bud Norris,Astros,9492
2016,Trevor Bauer,Indians,12703
2007,Gil Meche,Royals,1089
2013,Scott Feldman,- - -,6283
2013,Jeff Locke,Pirates,2929
2014,Roenis Elias,Mariners,12673
2011,Chris Capuano,Mets,1701
2012,Matt Harrison,Rangers,5551
2011,Tim Stauffer,Padres,6432
2008,Daisuke Matsuzaka,Red Sox,7775
2002,Jamie Moyer,Mariners,1091
2010,Brett Cecil,Blue Jays,2660
2005,Matt Clement,Red Sox,271
2006,Chris Capuano,Brewers,1701
2012,Ian Kennedy,Diamondbacks,6986
2013,Mike Leake,Reds,10130
2012,C.J. Wilson,Angels,3580
2009,Jered Weaver,Angels,4235
2005,Freddy Garcia,White Sox,1077
2010,Brian Matusz,Orioles,2646
2004,Jake Westbrook,Indians,412
2003,Barry Zito,Athletics,944
2009,Derek Lowe,Braves,199
2012,Edinson Volquez,Padres,3990
2011,Rick Porcello,Tigers,2717
2005,Javier Vazquez,Diamondbacks,801
2005,Greg Maddux,Cubs,104
2005,Brett Myers,Phillies,962
2005,Kenny Rogers,Rangers,1277
2015,Taijuan Walker,Mariners,11836
2009,Jeff Niemann,Rays,8591
2004,Matt Clement,Cubs,271
2009,Scott Baker,Twins,6176
2003,Mike Hampton,Braves,430
2012,Joe Saunders,- - -,4366
2013,Kyle Lohse,Brewers,739
2003,Tim Wakefield,Red Sox,219
2004,John Lackey,Angels,1507
2012,Bronson Arroyo,Reds,978
2011,Jason Vargas,Mariners,8044
2008,Greg Maddux,- - -,104
2003,Adam Eaton,Padres,1029
2010,Justin Masterson,Indians,2038
2010,Tim Hudson,Braves,921
2014,Dan Haren,Dodgers,1757
2008,Dana Eveland,Athletics,5508
2012,James McDonald,Pirates,5523
2006,Jason Jennings,Rockies,434
2013,CC Sabathia,Yankees,404
2010,Jon Niese,Mets,4424
2004,Woody Williams,Cardinals,1190
2013,Mark Buehrle,Blue Jays,225
2011,Trevor Cahill,Athletics,6249
2003,Mark Buehrle,White Sox,225
2006,Jose Contreras,White Sox,1660
2009,Jason Marquis,Rockies,105
2011,Jeff Francis,Royals,4684
2011,Carl Pavano,Twins,790
2016,Kevin Gausman,Orioles,14107
2015,Jimmy Nelson,Brewers,10547
2010,Roberto Hernandez,Indians,3273
2003,Bartolo Colon,White Sox,375
2003,Tim Redding,Astros,573
2012,Jon Lester,Red Sox,4930
2014,Scott Feldman,Astros,6283
2014,Wily Peralta,Brewers,7738
2014,Jake Peavy,- - -,1051
2013,Dan Haren,Nationals,1757
2006,Dan Haren,Athletics,1757
2004,Brett Tomko,Giants,1056
2003,John Thomson,Rangers,453
2015,Rick Porcello,Red Sox,2717
2006,Zach Duke,Pirates,3840
2012,Aaron Harang,Dodgers,1451
2003,Matt Clement,Cubs,271
2006,Carlos Zambrano,Cubs,305
2009,Aaron Harang,Reds,1451
2008,Matt Garza,Rays,3340
2009,Scott Feldman,Rangers,6283
2006,Brett Myers,Phillies,962
2002,Steve Trachsel,Mets,898
2014,A.J. Burnett,Phillies,512
2016,Ricky Nolasco,- - -,3830
2011,Max Scherzer,Tigers,3137
2005,Brian Lawrence,Padres,1045
2009,Andy Pettitte,Yankees,840
2006,Andy Pettitte,Astros,840
2005,Brett Tomko,Giants,1056
2016,Marco Estrada,Blue Jays,1118
2002,Hideo Nomo,Dodgers,666
2011,Wandy Rodriguez,Astros,2586
2012,Josh Beckett,- - -,510
2006,Bronson Arroyo,Reds,978
2008,Paul Maholm,Pirates,8678
2005,Derek Lowe,Dodgers,199
2012,Justin Masterson,Indians,2038
2007,Ted Lilly,Cubs,833
2015,Wei-Yin Chen,Orioles,13071
2004,Ryan Drese,Rangers,379
2009,Matt Garza,Rays,3340
2003,Russ Ortiz,Braves,1124
2002,Kip Wells,Pirates,1012
2011,Aaron Harang,Padres,1451
2016,Matt Moore,- - -,1890
2008,Randy Wolf,- - -,976
2004,Mark Buehrle,White Sox,225
2015,Colby Lewis,Rangers,1259
2005,Mark Redman,Pirates,491
2012,Tim Lincecum,Giants,5705
2007,Wandy Rodriguez,Astros,2586
2007,John Maine,Mets,4773
2010,Paul Maholm,Pirates,8678
2014,Edinson Volquez,Pirates,3990
2008,Justin Verlander,Tigers,8700
2012,Mark Buehrle,Marlins,225
2005,Carlos Silva,Twins,973
2004,Odalis Perez,Dodgers,668
2007,Jeremy Bonderman,Tigers,1667
2010,Trevor Cahill,Athletics,6249
2002,Rodrigo Lopez,Orioles,150
2016,Jerad Eickhoff,Phillies,12664
2007,Jeff Francis,Rockies,4684
2014,Jered Weaver,Angels,4235
2002,Tom Glavine,Braves,90
2006,Aaron Cook,Rockies,1571
2015,Mike Leake,- - -,10130
2011,Ricky Romero,Blue Jays,3403
2003,Hideo Nomo,Dodgers,666
2005,Jose Contreras,White Sox,1660
2011,Ted Lilly,Dodgers,833
2003,Ted Lilly,Athletics,833
2004,CC Sabathia,Indians,404
2011,Mike Leake,Reds,10130
2003,Brett Myers,Phillies,962
2014,Bud Norris,Orioles,9492
2006,Joe Blanton,Athletics,4849
2010,Jake Westbrook,- - -,412
2004,Jason Johnson,Tigers,147
2011,Jhoulys Chacin,Rockies,2608
2007,Daisuke Matsuzaka,Red Sox,7775
2003,Tomo Ohka,Expos,788
2015,Jeff Samardzija,White Sox,3254
2016,Chris Tillman,Orioles,5279
2012,Bud Norris,Astros,9492
2010,James Shields,Rays,7059
2008,Carlos Zambrano,Cubs,305
2011,Brett Myers,Astros,962
2004,Tom Glavine,Mets,90
2007,Tom Gorzelanny,Pirates,6244
2006,Orlando Hernandez,- - -,823
2009,Zach Duke,Pirates,3840
2010,Barry Zito,Giants,944
2007,Carlos Silva,Twins,973
2005,Jon Garland,White Sox,232
2012,Dan Haren,Angels,1757
2013,Edinson Volquez,- - -,3990
2003,Vicente Padilla,Phillies,964
2003,Kenny Rogers,Twins,1277
2005,Jon Lieber,Phillies,287
2010,Joe Blanton,Phillies,4849
2011,Jake Westbrook,Cardinals,412
2006,Clay Hensley,Padres,4593
2006,Vicente Padilla,Rangers,964
2003,John Burkett,Red Sox,179
2013,Jeremy Hellickson,Rays,4371
2003,Derek Lowe,Red Sox,199
2005,Gustavo Chacin,Blue Jays,2060
2015,Mark Buehrle,Blue Jays,225
2004,Derek Lowe,Red Sox,199
2007,Mark Buehrle,White Sox,225
2016,Chad Bettis,Rockies,10587
2003,Odalis Perez,Dodgers,668
2016,Hisashi Iwakuma,Mariners,13048
2006,Randy Johnson,Yankees,60
2011,Josh Tomlin,Indians,9388
2010,Ted Lilly,- - -,833
2004,Adam Eaton,Padres,1029
2003,Randy Wolf,Phillies,976
2008,Jesse Litsch,Blue Jays,3688
2002,Kevin Appier,Angels,3
2011,John Lannan,Nationals,7080
2016,CC Sabathia,Yankees,404
2003,Al Leiter,Mets,883
2010,Ervin Santana,Angels,3200
2009,Edwin Jackson,Tigers,1841
2003,Jeff Suppan,- - -,633
2011,Randy Wolf,Brewers,976
2011,Luke Hochevar,Royals,6943
2006,Ervin Santana,Angels,3200
2003,Kyle Lohse,Twins,739
2013,Wily Peralta,Brewers,7738
2005,Mark Mulder,Cardinals,932
2006,Tom Glavine,Mets,90
2010,Phil Hughes,Yankees,7450
2004,Jeremy Bonderman,Tigers,1667
2009,Barry Zito,Giants,944
2006,Dontrelle Willis,Marlins,1703
2014,C.J. Wilson,Angels,3580
2016,Jake Odorizzi,Rays,6397
2010,Rick Porcello,Tigers,2717
2014,Jeremy Guthrie,Royals,2072
2007,Rich Hill,Cubs,4806
2008,Jamie Moyer,Phillies,1091
2014,R.A. Dickey,Blue Jays,1245
2004,Mike Hampton,Braves,430
2011,Chris Volstad,Marlins,9901
2002,Kenny Rogers,Rangers,1277
2006,Scott Olsen,Marlins,4529
2010,Ian Kennedy,Diamondbacks,6986
2003,Brad Radke,Twins,748
2005,Livan Hernandez,Nationals,1116
2009,Ricky Romero,Blue Jays,3403
2007,A.J. Burnett,Blue Jays,512
2005,Tim Hudson,Braves,921
2009,A.J. Burnett,Yankees,512
2014,Alfredo Simon,Reds,2155
2002,Joel Pineiro,Mariners,1094
2010,Chris Volstad,Marlins,9901
2014,Jorge de la Rosa,Rockies,2047
2005,Barry Zito,Athletics,944
2005,Jason Johnson,Tigers,147
2006,Justin Verlander,Tigers,8700
2007,Oliver Perez,Mets,1514
2002,Jimmy Haynes,Reds,329
2005,Jarrod Washburn,Angels,40
2004,Joe Kennedy,Rockies,1217
2006,Jon Garland,White Sox,232
2004,Greg Maddux,Cubs,104
2015,Trevor Bauer,Indians,12703
2007,Jon Garland,White Sox,232
2004,Carlos Silva,Twins,973
2008,Joe Saunders,Angels,4366
2009,Nick Blackburn,Twins,4270
2006,Doug Davis,Brewers,1244
2014,Travis Wood,Cubs,9884
2012,Mike Minor,Braves,10021
2006,Jeff Francis,Rockies,4684
2003,Kip Wells,Pirates,1012
2009,Mike Pelfrey,Mets,5203
2016,Kendall Graveman,Athletics,15514
2005,Jamie Moyer,Mariners,1091
2004,Kenny Rogers,Rangers,1277
2007,Brian Bannister,Royals,5718
2008,Nick Blackburn,Twins,4270
2013,Kevin Correia,Twins,1767
2008,Zach Duke,Pirates,3840
2013,Jarrod Parker,Athletics,4913
2015,Julio Teheran,Braves,6797
2010,Matt Garza,Rays,3340
2008,Ted Lilly,Cubs,833
2004,Brandon Webb,Diamondbacks,1692
2002,John Burkett,Red Sox,179
2010,Jon Garland,Padres,232
2007,Jeff Suppan,Brewers,633
2012,Wei-Yin Chen,Orioles,13071
2002,Andy Ashby,Dodgers,637
2013,Chris Tillman,Orioles,5279
2012,Mike Leake,Reds,10130
2005,Joe Blanton,Athletics,4849
2007,Jeremy Guthrie,Orioles,2072
2002,Rick Reed,Twins,750
2002,Kirk Rueter,Giants,1128
2015,Marco Estrada,Blue Jays,1118
2003,Jeff D'Amico,Pirates,871
2002,Brandon Duckworth,Phillies,954
2015,Jon Niese,Mets,4424
2011,Jeremy Hellickson,Rays,4371
2004,Brian Lawrence,Padres,1045
2004,Sidney Ponson,Orioles,161
2010,Jeremy Guthrie,Orioles,2072
2005,Brad Radke,Twins,748
2009,Livan Hernandez,- - -,1116
2015,Chris Tillman,Orioles,5279
2007,Matt Morris,- - -,1172
2016,Wade Miley,- - -,8779
2005,Bronson Arroyo,Red Sox,978
2009,Joe Blanton,Phillies,4849
2015,James Shields,Padres,7059
2005,Joel Pineiro,Mariners,1094
2002,Joe Kennedy,Devil Rays,1217
2012,Gavin Floyd,White Sox,3886
2016,Mike Fiers,Astros,7754
2009,Brad Penny,- - -,535
2013,Miguel Gonzalez,Orioles,7024
2009,Mark Buehrle,White Sox,225
2010,Kyle Davies,Royals,3642
2004,Mike Maroth,Tigers,1508
2014,Colby Lewis,Rangers,1259
2005,Jeff Weaver,Dodgers,503
2011,Mike Pelfrey,Mets,5203
2002,Paul Byrd,Royals,594
2009,Jon Garland,- - -,232
2015,R.A. Dickey,Blue Jays,1245
2016,Jason Hammel,Cubs,4538
2016,Drew Smyly,Rays,11760
2013,Bronson Arroyo,Reds,978
2012,Barry Zito,Giants,944
2005,Zack Greinke,Royals,1943
2015,John Danks,White Sox,6329
2005,Kyle Lohse,Twins,739
2004,Barry Zito,Athletics,944
2016,Martin Perez,Rangers,6902
2008,Bronson Arroyo,Reds,978
2003,Cory Lidle,Blue Jays,926
2003,Elmer Dessens,Diamondbacks,317
2002,Ismael Valdez,- - -,1283
2004,Ted Lilly,Blue Jays,833
2011,Jeremy Guthrie,Orioles,2072
2008,Todd Wellemeyer,Cardinals,1709
2006,Matt Morris,Giants,1172
2004,Mark Mulder,Athletics,932
2015,Ian Kennedy,Padres,6986
2004,Mark Hendrickson,Devil Rays,1574
2008,Joe Blanton,- - -,4849
2008,Brett Myers,Phillies,962
2008,Braden Looper,Cardinals,526
2004,Cory Lidle,- - -,926
2006,Miguel Batista,Diamondbacks,46
2014,Shelby Miller,Cardinals,10197
2008,John Lackey,Angels,1507
2008,Jeremy Guthrie,Orioles,2072
2005,Jeff Suppan,Cardinals,633
2007,Miguel Batista,Mariners,46
2011,Colby Lewis,Rangers,1259
2016,Jaime Garcia,Cardinals,8137
2002,John Thomson,- - -,453
2013,A.J. Griffin,Athletics,11132
2007,Kevin Millwood,Rangers,106
2004,Jason Marquis,Cardinals,105
2006,Tim Hudson,Braves,921
2011,Roberto Hernandez,Indians,3273
2012,Phil Hughes,Yankees,7450
2003,Brian Lawrence,Padres,1045
2012,Tommy Hanson,Braves,9129
2007,Bronson Arroyo,Reds,978
2007,Dave Bush,Brewers,4635
2016,Edinson Volquez,Royals,3990
2010,Joe Saunders,- - -,4366
2008,Ian Snell,Pirates,2227
2014,Kyle Kendrick,Phillies,6230
2005,Tomo Ohka,- - -,788
2008,Jason Marquis,Cubs,105
2013,R.A. Dickey,Blue Jays,1245
2007,Matt Belisle,Reds,1837
2009,Jarrod Washburn,- - -,40
2007,Carlos Zambrano,Cubs,305
2007,Kyle Lohse,- - -,739
2006,Jon Lieber,Phillies,287
2006,Ian Snell,Pirates,2227
2007,Aaron Cook,Rockies,1571
2006,Freddy Garcia,White Sox,1077
2004,Nate Robertson,Tigers,1620
2013,Ian Kennedy,- - -,6986
2005,Brandon Claussen,Reds,814
2016,Yordano Ventura,Royals,11855
2015,Tom Koehler,Marlins,6570
2009,John Danks,White Sox,6329
2003,Steve Trachsel,Mets,898
2016,Tom Koehler,Marlins,6570
2007,Paul Maholm,Pirates,8678
2012,Jeremy Hellickson,Rays,4371
2012,Ivan Nova,Yankees,1994
2006,Chris Young,Padres,3196
2010,Bronson Arroyo,Reds,978
2002,Brett Tomko,Padres,1056
2015,Dan Haren,- - -,1757
2004,Josh Fogg,Pirates,989
2002,Elmer Dessens,Reds,317
2012,Clayton Richard,Padres,3551
2007,Nate Robertson,Tigers,1620
2006,Gil Meche,Mariners,1089
2014,Eric Stults,Padres,8011
2002,Sidney Ponson,Orioles,161
2005,Mark Hendrickson,Devil Rays,1574
2005,Kris Benson,Mets,982
2012,Luke Hochevar,Royals,6943
2005,Rodrigo Lopez,Orioles,150
2002,Glendon Rusch,Brewers,707
2003,John Lackey,Angels,1507
2005,Mike Maroth,Tigers,1508
2012,Clay Buchholz,Red Sox,3543
2010,Jeff Niemann,Rays,8591
2006,Brad Radke,Twins,748
2006,Kenny Rogers,Tigers,1277
2003,Darren Oliver,Rockies,206
2002,Tony Armas Jr.,Expos,761
2005,Chris Capuano,Brewers,1701
2011,Wade Davis,Rays,7441
2003,Brian Anderson,- - -,44
2007,Tim Wakefield,Red Sox,219
2016,Ian Kennedy,Royals,6986
2015,CC Sabathia,Yankees,404
2002,Jason Jennings,Rockies,434
2008,Oliver Perez,Mets,1514
2007,Paul Byrd,Indians,594
2011,James McDonald,Pirates,5523
2003,Matt Kinney,Brewers,737
2002,Kyle Lohse,Twins,739
2007,Chad Gaudin,Athletics,1783
2009,Johnny Cueto,Reds,6893
2003,Jason Jennings,Rockies,434
2012,Jason Vargas,Mariners,8044
2003,Shane Reynolds,Braves,574
2013,Ryan Dempster,Red Sox,517
2009,John Lannan,Nationals,7080
2003,Nate Cornejo,Tigers,462
2002,Ryan Jensen,Giants,1117
2006,Jeff Suppan,Cardinals,633
2003,Horacio Ramirez,Braves,110
2002,Ryan Dempster,- - -,517
2003,Jason Johnson,Orioles,147
2006,Nate Robertson,Tigers,1620
2007,Doug Davis,Diamondbacks,1244
2003,Darrell May,Royals,613
2013,Joe Saunders,Mariners,4366
2008,Barry Zito,Giants,944
2009,Ross Ohlendorf,Pirates,8268
2006,Cliff Lee,Indians,1636
2005,Nate Robertson,Tigers,1620
2012,Bruce Chen,Royals,769
2003,Tom Glavine,Mets,90
2005,Jeff Francis,Rockies,4684
2016,Doug Fister,Astros,9425
2005,Tim Wakefield,Red Sox,219
2012,Derek Holland,Rangers,4141
2008,Jon Garland,Angels,232
2014,John Danks,White Sox,6329
2004,Al Leiter,Mets,883
2008,Gavin Floyd,White Sox,3886
2007,Jarrod Washburn,Mariners,40
2015,Alfredo Simon,Tigers,2155
2004,Jeff Suppan,Cardinals,633
2009,Rick Porcello,Tigers,2717
2004,Paul Wilson,Reds,1234
2011,Joe Saunders,Diamondbacks,4366
2004,Javier Vazquez,Yankees,801
2006,Jarrod Washburn,Mariners,40
2011,A.J. Burnett,Yankees,512
2002,Damian Moss,Braves,107
2009,Bronson Arroyo,Reds,978
2002,Pedro Astacio,Mets,862
2002,Jon Garland,White Sox,232
2007,Boof Bonser,Twins,2159
2010,Wade Davis,Rays,7441
2006,Paul Byrd,Indians,594
2013,Jeremy Guthrie,Royals,2072
2008,John Lannan,Nationals,7080
2003,Gil Meche,Mariners,1089
2006,Ted Lilly,Blue Jays,833
2004,Russ Ortiz,Braves,1124
2009,Kevin Millwood,Rangers,106
2004,Steve Trachsel,Mets,898
2006,Paul Maholm,Pirates,8678
2008,Armando Galarraga,Tigers,4222
2002,Rick Helling,Diamondbacks,58
2003,Paul Wilson,Reds,1234
2015,Rubby de la Rosa,Diamondbacks,3862
2007,Jose Contreras,White Sox,1660
2008,Greg Smith,Athletics,3455
2008,Edwin Jackson,Rays,1841
2002,Steve Sparks,Tigers,499
2015,Hector Santiago,Angels,4026
2003,Freddy Garcia,Mariners,1077
2010,A.J. Burnett,Yankees,512
2007,Braden Looper,Cardinals,526
2007,Barry Zito,Giants,944
2015,Aaron Harang,Phillies,1451
2003,Brett Tomko,Cardinals,1056
2009,Doug Davis,Diamondbacks,1244
2008,Tim Wakefield,Red Sox,219
2010,Randy Wolf,Brewers,976
2006,Livan Hernandez,- - -,1116
2010,Kevin Millwood,Orioles,106
2002,Josh Fogg,Pirates,989
2007,Tom Glavine,Mets,90
2002,Ramon Ortiz,Angels,27
2002,Dan Wright,White Sox,258
2016,Dan Straily,Reds,9460
2014,Hector Noesi,White Sox,3292
2006,Barry Zito,Athletics,944
2014,Roberto Hernandez,- - -,3273
2006,Claudio Vargas,Diamondbacks,1695
2008,Johnny Cueto,Reds,6893
2004,Miguel Batista,Blue Jays,46
2016,Josh Tomlin,Indians,9388
2008,Aaron Harang,Reds,1451
2005,Jason Marquis,Cardinals,105
2010,Kyle Kendrick,Phillies,6230
2010,Jeremy Bonderman,Tigers,1667
2004,Matt Morris,Cardinals,1172
2006,Rodrigo Lopez,Orioles,150
2008,Tim Redding,Nationals,573
2007,Jamie Moyer,Phillies,1091
2005,Bruce Chen,Orioles,769
2008,Livan Hernandez,- - -,1116
2006,Jamie Moyer,- - -,1091
2004,Kirk Rueter,Giants,1128
2003,Jarrod Washburn,Angels,40
2002,Tanyon Sturtze,Devil Rays,1230
2003,Jason Davis,Indians,1598
2004,Bartolo Colon,Angels,375
2004,Cliff Lee,Indians,1636
2008,Dave Bush,Brewers,4635
2007,Jason Marquis,Cubs,105
2003,Jake Peavy,Padres,1051
2006,Mark Redman,Royals,491
2002,Jeff Suppan,Royals,633
2002,Paul Wilson,Devil Rays,1234
2007,Daniel Cabrera,Orioles,1931
2008,Scott Olsen,Marlins,4529
2011,Brad Penny,Tigers,535
2003,Jon Garland,White Sox,232
2008,Brian Bannister,Royals,5718
2008,Vicente Padilla,Rangers,964
2016,R.A. Dickey,Blue Jays,1245
2006,Josh Fogg,Rockies,989
2005,Kip Wells,Pirates,1012
2004,Mark Redman,Athletics,491
2004,Kyle Lohse,Twins,739
2012,Ubaldo Jimenez,Indians,3374
2014,Chris Young,Mariners,3196
2005,Ryan Franklin,Mariners,1076
2005,Scott Elarton,Indians,426
2003,Victor Zambrano,Devil Rays,1237
2005,Horacio Ramirez,Braves,110
2004,Jason Jennings,Rockies,434
2012,Jeremy Guthrie,- - -,2072
2016,Jimmy Nelson,Brewers,10547
2006,Josh Beckett,Red Sox,510
2007,Dontrelle Willis,Marlins,1703
2004,Tim Wakefield,Red Sox,219
2012,Ricky Romero,Blue Jays,3403
2010,Dave Bush,Brewers,4635
2008,Paul Byrd,- - -,594
2006,Cory Lidle,- - -,926
2004,Jon Garland,White Sox,232
2010,Brad Bergesen,Orioles,8375
2004,Esteban Loaiza,- - -,1310
2009,Joe Saunders,Angels,4366
2003,Ryan Franklin,Mariners,1076
2012,Henderson Alvarez,Blue Jays,5669
2004,Brett Myers,Phillies,962
2016,Brandon Finnegan,Reds,16208
2005,Josh Fogg,Pirates,989
2010,Rodrigo Lopez,Diamondbacks,150
2004,Ryan Franklin,Mariners,1076
2008,Kenny Rogers,Tigers,1277
2007,Josh Fogg,Rockies,989
2003,Ramon Ortiz,Angels,27
2004,Kazuhisa Ishii,Dodgers,655
2004,Jose Contreras,- - -,1660
2006,Mark Buehrle,White Sox,225
2016,Hector Santiago,- - -,4026
2009,Jeremy Guthrie,Orioles,2072
2003,Mike Maroth,Tigers,1508
2007,Scott Olsen,Marlins,4529
2009,Trevor Cahill,Athletics,6249
2004,Darrell May,Royals,613
2004,Eric Milton,Phillies,743
2005,Eric Milton,Reds,743
2006,Ramon Ortiz,Nationals,27
2006,Jeff Weaver,- - -,503
2005,Ramon Ortiz,Reds,27
2006,Steve Trachsel,Mets,898
2008,Jeff Suppan,Brewers,633
2002,Mike Hampton,Rockies,430
2003,Garrett Stephenson,Cardinals,1185
2004,Shawn Estes,Rockies,873
2003,Danny Graves,Reds,326
2007,Matt Chico,Nationals,6068
2007,Woody Williams,Astros,1190
2006,Kris Benson,Orioles,982
2008,Daniel Cabrera,Orioles,1931
2016,Jered Weaver,Angels,4235
2012,Ervin Santana,Angels,3200
2004,Jamie Moyer,Mariners,1091
2005,Jose Lima,Royals,475
2011,Bronson Arroyo,Reds,978
2004,Ismael Valdez,- - -,1283
2009,Braden Looper,Brewers,526
2007,Livan Hernandez,Diamondbacks,1116
2006,Carlos Silva,Twins,973
2008,Brandon Backe,Astros,1529
2006,Jason Marquis,Cardinals,105
2003,Wayne Franklin,Brewers,557
2016,James Shields,- - -,7059
